Quarter,HB,LengthOfStay,Episodes
2018Q1,Highland,0,0
2018Q2,Highland,0,0
2018Q3,Highland,0,5
2018Q4,Highland,0,5
2019Q1,Highland,0,5
2019Q2,Highland,0,5
2019Q3,Highland,0,5
2019Q4,Highland,0,5
2020Q1,Highland,0,5
2020Q2,Highland,0,5
2020Q3,Highland,0,0
2020Q4,Highland,0,10
2021Q1,Highland,0,5
2021Q2,Highland,0,0
2021Q3,Highland,0,5
2022Q1,Highland,0,5
2022Q2,Highland,0,10
2022Q3,Highland,0,5
2018Q1,Highland,0,0
2018Q2,Highland,0,0
2020Q1,Highland,0,0
2020Q2,Highland,0,0
2022Q1,Highland,0,0
2017Q3,Highland,0,5
2018Q1,Highland,0,0
2018Q2,Highland,0,0
2018Q4,Highland,0,0
2019Q2,Highland,0,0
2019Q3,Highland,0,0
2019Q4,Highland,0,5
2020Q1,Highland,0,0
2020Q4,Highland,0,0
2021Q3,Highland,0,0
2021Q4,Highland,0,0
2022Q1,Highland,0,0
2022Q2,Highland,0,5
2022Q3,Highland,0,0
2018Q1,Highland,0,0
2018Q2,Highland,0,0
2018Q4,Highland,0,0
2019Q1,Highland,0,0
2019Q2,Highland,0,0
2019Q4,Highland,0,0
2020Q1,Highland,0,5
2020Q2,Highland,0,10
2020Q3,Highland,0,0
2020Q4,Highland,0,5
2021Q1,Highland,0,5
2021Q2,Highland,0,5
2021Q3,Highland,0,0
2021Q4,Highland,0,0
2022Q2,Highland,0,5
2022Q3,Highland,0,0
2017Q3,Highland,0,5
2018Q3,Highland,0,0
2018Q4,Highland,0,0
2019Q1,Highland,0,0
2019Q2,Highland,0,0
2019Q3,Highland,0,0
2019Q4,Highland,0,0
2020Q1,Highland,0,0
2020Q2,Highland,0,12
2020Q3,Highland,0,5
2020Q4,Highland,0,0
2021Q1,Highland,0,0
2021Q2,Highland,0,10
2021Q3,Highland,0,5
2022Q1,Highland,0,5
2022Q2,Highland,0,5
2022Q3,Highland,0,0
2017Q3,Highland,0,5
2017Q4,Highland,0,0
2018Q1,Highland,0,0
2018Q3,Highland,0,10
2018Q4,Highland,0,5
2019Q1,Highland,0,5
2019Q2,Highland,0,5
2019Q3,Highland,0,5
2019Q4,Highland,0,5
2020Q1,Highland,0,5
2020Q2,Highland,0,13
2020Q3,Highland,0,11
2020Q4,Highland,0,5
2021Q1,Highland,0,5
2021Q2,Highland,0,5
2021Q3,Highland,0,10
2021Q4,Highland,0,5
2022Q1,Highland,0,5
2022Q2,Highland,0,5
2022Q3,Highland,0,5
2017Q3,Highland,0,5
2017Q4,Highland,0,10
2018Q1,Highland,0,5
2018Q2,Highland,0,5
2018Q3,Highland,0,5
2018Q4,Highland,0,5
2019Q1,Highland,0,5
2019Q2,Highland,0,10
2019Q3,Highland,0,10
2019Q4,Highland,0,12
2020Q1,Highland,0,10
2020Q2,Highland,0,14
2020Q3,Highland,0,14
2020Q4,Highland,0,5
2021Q1,Highland,0,14
2021Q2,Highland,0,18
2021Q3,Highland,0,17
2021Q4,Highland,0,17
2022Q1,Highland,0,5
2022Q2,Highland,0,10
2022Q3,Highland,0,19
2017Q3,Highland,0,5
2017Q4,Highland,0,5
2018Q1,Highland,0,5
2018Q2,Highland,0,5
2018Q3,Highland,0,5
2018Q4,Highland,0,5
2019Q1,Highland,0,10
2019Q2,Highland,0,10
2019Q3,Highland,0,15
2019Q4,Highland,0,22
2020Q1,Highland,0,13
2020Q2,Highland,0,20
2020Q3,Highland,0,17
2020Q4,Highland,0,22
2021Q1,Highland,0,28
2021Q2,Highland,0,17
2021Q3,Highland,0,10
2021Q4,Highland,0,23
2022Q1,Highland,0,30
2022Q2,Highland,0,22
2022Q3,Highland,0,12
2017Q3,Highland,0,5
2017Q4,Highland,0,5
2018Q1,Highland,0,0
2018Q2,Highland,0,5
2018Q3,Highland,0,10
2018Q4,Highland,0,10
2019Q1,Highland,0,10
2019Q2,Highland,0,5
2019Q3,Highland,0,5
2019Q4,Highland,0,17
2020Q1,Highland,0,15
2020Q2,Highland,0,5
2020Q3,Highland,0,20
2020Q4,Highland,0,10
2021Q1,Highland,0,10
2021Q2,Highland,0,11
2021Q3,Highland,0,11
2021Q4,Highland,0,10
2022Q1,Highland,0,10
2022Q2,Highland,0,5
2022Q3,Highland,0,10
2017Q3,Highland,0,0
2017Q4,Highland,0,0
2018Q1,Highland,0,0
2018Q2,Highland,0,0
2018Q4,Highland,0,0
2019Q1,Highland,0,0
2019Q3,Highland,0,0
2019Q4,Highland,0,0
2020Q1,Highland,0,5
2020Q2,Highland,0,5
2020Q3,Highland,0,5
2020Q4,Highland,0,5
2021Q1,Highland,0,0
2021Q2,Highland,0,5
2021Q3,Highland,0,0
2021Q4,Highland,0,0
2022Q1,Highland,0,0
2022Q2,Highland,0,5
2022Q3,Highland,0,5
2017Q3,Highland,0,15
2017Q4,Highland,0,14
2018Q1,Highland,0,5
2018Q2,Highland,0,19
2018Q3,Highland,0,17
2018Q4,Highland,0,10
2019Q1,Highland,0,5
2019Q2,Highland,0,10
2019Q3,Highland,0,5
2019Q4,Highland,0,10
2020Q1,Highland,0,5
2020Q2,Highland,0,5
2020Q3,Highland,0,10
2020Q4,Highland,0,5
2021Q1,Highland,0,0
2021Q2,Highland,0,10
2021Q3,Highland,0,10
2021Q4,Highland,0,0
2022Q1,Highland,0,5
2022Q2,Highland,0,10
2022Q3,Highland,0,10
2017Q3,Highland,0,42
2017Q4,Highland,0,39
2018Q1,Highland,0,39
2018Q2,Highland,0,27
2018Q3,Highland,0,46
2018Q4,Highland,0,45
2019Q1,Highland,0,33
2019Q2,Highland,0,25
2019Q3,Highland,0,53
2019Q4,Highland,0,45
2020Q1,Highland,0,38
2020Q2,Highland,0,26
2020Q3,Highland,0,47
2020Q4,Highland,0,45
2021Q1,Highland,0,25
2021Q2,Highland,0,36
2021Q3,Highland,0,38
2021Q4,Highland,0,31
2022Q1,Highland,0,22
2022Q2,Highland,0,31
2022Q3,Highland,0,24
2017Q3,Highland,0,67
2017Q4,Highland,0,90
2018Q1,Highland,0,69
2018Q2,Highland,0,90
2018Q3,Highland,0,81
2018Q4,Highland,0,62
2019Q1,Highland,0,77
2019Q2,Highland,0,82
2019Q3,Highland,0,98
2019Q4,Highland,0,88
2020Q1,Highland,0,87
2020Q2,Highland,0,95
2020Q3,Highland,0,114
2020Q4,Highland,0,70
2021Q1,Highland,0,86
2021Q2,Highland,0,90
2021Q3,Highland,0,96
2021Q4,Highland,0,65
2022Q1,Highland,0,97
2022Q2,Highland,0,62
2022Q3,Highland,0,90
2017Q3,Highland,0,91
2017Q4,Highland,0,76
2018Q1,Highland,0,89
2018Q2,Highland,0,86
2018Q3,Highland,0,69
2018Q4,Highland,0,82
2019Q1,Highland,0,73
2019Q2,Highland,0,97
2019Q3,Highland,0,70
2019Q4,Highland,0,119
2020Q1,Highland,0,101
2020Q2,Highland,0,52
2020Q3,Highland,0,148
2020Q4,Highland,0,116
2021Q1,Highland,0,122
2021Q2,Highland,0,110
2021Q3,Highland,0,140
2021Q4,Highland,0,105
2022Q1,Highland,0,88
2022Q2,Highland,0,94
2022Q3,Highland,0,110
2017Q3,Highland,0,129
2017Q4,Highland,0,127
2018Q1,Highland,0,117
2018Q2,Highland,0,132
2018Q3,Highland,0,99
2018Q4,Highland,0,124
2019Q1,Highland,0,153
2019Q2,Highland,0,112
2019Q3,Highland,0,132
2019Q4,Highland,0,137
2020Q1,Highland,0,146
2020Q2,Highland,0,107
2020Q3,Highland,0,146
2020Q4,Highland,0,127
2021Q1,Highland,0,117
2021Q2,Highland,0,149
2021Q3,Highland,0,165
2021Q4,Highland,0,136
2022Q1,Highland,0,151
2022Q2,Highland,0,158
2022Q3,Highland,0,191
2017Q3,Highland,0,240
2017Q4,Highland,0,206
2018Q1,Highland,0,229
2018Q2,Highland,0,258
2018Q3,Highland,0,228
2018Q4,Highland,0,203
2019Q1,Highland,0,212
2019Q2,Highland,0,221
2019Q3,Highland,0,282
2019Q4,Highland,0,207
2020Q1,Highland,0,219
2020Q2,Highland,0,216
2020Q3,Highland,0,282
2020Q4,Highland,0,257
2021Q1,Highland,0,322
2021Q2,Highland,0,309
2021Q3,Highland,0,272
2021Q4,Highland,0,283
2022Q1,Highland,0,230
2022Q2,Highland,0,268
2022Q3,Highland,0,220
2017Q3,Highland,0,306
2017Q4,Highland,0,312
2018Q1,Highland,0,376
2018Q2,Highland,0,313
2018Q3,Highland,0,321
2018Q4,Highland,0,357
2019Q1,Highland,0,347
2019Q2,Highland,0,296
2019Q3,Highland,0,335
2019Q4,Highland,0,393
2020Q1,Highland,0,389
2020Q2,Highland,0,354
2020Q3,Highland,0,372
2020Q4,Highland,0,344
2021Q1,Highland,0,325
2021Q2,Highland,0,405
2021Q3,Highland,0,399
2021Q4,Highland,0,356
2022Q1,Highland,0,352
2022Q2,Highland,0,359
2022Q3,Highland,0,383
2017Q3,Highland,0,451
2017Q4,Highland,0,516
2018Q1,Highland,0,596
2018Q2,Highland,0,564
2018Q3,Highland,0,525
2018Q4,Highland,0,510
2019Q1,Highland,0,469
2019Q2,Highland,0,498
2019Q3,Highland,0,532
2019Q4,Highland,0,586
2020Q1,Highland,0,432
2020Q2,Highland,0,359
2020Q3,Highland,0,531
2020Q4,Highland,0,572
2021Q1,Highland,0,688
2021Q2,Highland,0,666
2021Q3,Highland,0,539
2021Q4,Highland,0,577
2022Q1,Highland,0,550
2022Q2,Highland,0,573
2022Q3,Highland,0,523
2017Q3,Highland,0,450
2017Q4,Highland,0,512
2018Q1,Highland,0,532
2018Q2,Highland,0,447
2018Q3,Highland,0,505
2018Q4,Highland,0,531
2019Q1,Highland,0,471
2019Q2,Highland,0,505
2019Q3,Highland,0,524
2019Q4,Highland,0,561
2020Q1,Highland,0,483
2020Q2,Highland,0,412
2020Q3,Highland,0,532
2020Q4,Highland,0,654
2021Q1,Highland,0,576
2021Q2,Highland,0,577
2021Q3,Highland,0,614
2021Q4,Highland,0,618
2022Q1,Highland,0,610
2022Q2,Highland,0,637
2022Q3,Highland,0,576
2017Q3,Highland,0,146
2017Q4,Highland,0,160
2018Q1,Highland,0,182
2018Q2,Highland,0,143
2018Q3,Highland,0,192
2018Q4,Highland,0,184
2019Q1,Highland,0,160
2019Q2,Highland,0,132
2019Q3,Highland,0,138
2019Q4,Highland,0,139
2020Q1,Highland,0,138
2020Q2,Highland,0,110
2020Q3,Highland,0,177
2020Q4,Highland,0,190
2021Q1,Highland,0,165
2021Q2,Highland,0,185
2021Q3,Highland,0,150
2021Q4,Highland,0,142
2022Q1,Highland,0,153
2022Q2,Highland,0,185
2022Q3,Highland,0,215
2017Q3,Highland,0,29
2017Q4,Highland,0,15
2018Q1,Highland,0,27
2018Q2,Highland,0,30
2018Q3,Highland,0,22
2018Q4,Highland,0,21
2019Q1,Highland,0,10
2019Q2,Highland,0,12
2019Q3,Highland,0,21
2019Q4,Highland,0,10
2020Q1,Highland,0,10
2020Q2,Highland,0,0
2020Q3,Highland,0,10
2020Q4,Highland,0,5
2021Q1,Highland,0,10
2021Q2,Highland,0,5
2021Q3,Highland,0,15
2021Q4,Highland,0,0
2022Q1,Highland,0,13
2022Q2,Highland,0,10
2022Q3,Highland,0,10
2017Q3,Highland,0,50
2017Q4,Highland,0,38
2018Q1,Highland,0,35
2018Q2,Highland,0,46
2018Q3,Highland,0,47
2018Q4,Highland,0,31
2019Q1,Highland,0,34
2019Q2,Highland,0,25
2019Q3,Highland,0,30
2019Q4,Highland,0,41
2020Q1,Highland,0,24
2020Q2,Highland,0,18
2020Q3,Highland,0,30
2020Q4,Highland,0,25
2021Q1,Highland,0,21
2021Q2,Highland,0,42
2021Q3,Highland,0,35
2021Q4,Highland,0,26
2022Q1,Highland,0,23
2022Q2,Highland,0,25
2022Q3,Highland,0,24
2017Q3,Highland,0,69
2017Q4,Highland,0,53
2018Q1,Highland,0,52
2018Q2,Highland,0,88
2018Q3,Highland,0,69
2018Q4,Highland,0,63
2019Q1,Highland,0,48
2019Q2,Highland,0,53
2019Q3,Highland,0,55
2019Q4,Highland,0,69
2020Q1,Highland,0,48
2020Q2,Highland,0,43
2020Q3,Highland,0,80
2020Q4,Highland,0,90
2021Q1,Highland,0,96
2021Q2,Highland,0,49
2021Q3,Highland,0,95
2021Q4,Highland,0,41
2022Q1,Highland,0,62
2022Q2,Highland,0,51
2022Q3,Highland,0,33
2017Q3,Highland,0,88
2017Q4,Highland,0,77
2018Q1,Highland,0,92
2018Q2,Highland,0,61
2018Q3,Highland,0,79
2018Q4,Highland,0,86
2019Q1,Highland,0,85
2019Q2,Highland,0,101
2019Q3,Highland,0,101
2019Q4,Highland,0,97
2020Q1,Highland,0,100
2020Q2,Highland,0,101
2020Q3,Highland,0,163
2020Q4,Highland,0,115
2021Q1,Highland,0,107
2021Q2,Highland,0,96
2021Q3,Highland,0,121
2021Q4,Highland,0,102
2022Q1,Highland,0,83
2022Q2,Highland,0,87
2022Q3,Highland,0,73
2017Q3,Highland,0,121
2017Q4,Highland,0,126
2018Q1,Highland,0,124
2018Q2,Highland,0,129
2018Q3,Highland,0,105
2018Q4,Highland,0,164
2019Q1,Highland,0,126
2019Q2,Highland,0,164
2019Q3,Highland,0,145
2019Q4,Highland,0,122
2020Q1,Highland,0,128
2020Q2,Highland,0,174
2020Q3,Highland,0,210
2020Q4,Highland,0,196
2021Q1,Highland,0,175
2021Q2,Highland,0,153
2021Q3,Highland,0,154
2021Q4,Highland,0,136
2022Q1,Highland,0,117
2022Q2,Highland,0,114
2022Q3,Highland,0,131
2017Q3,Highland,0,275
2017Q4,Highland,0,271
2018Q1,Highland,0,268
2018Q2,Highland,0,289
2018Q3,Highland,0,274
2018Q4,Highland,0,315
2019Q1,Highland,0,289
2019Q2,Highland,0,325
2019Q3,Highland,0,326
2019Q4,Highland,0,256
2020Q1,Highland,0,251
2020Q2,Highland,0,290
2020Q3,Highland,0,286
2020Q4,Highland,0,342
2021Q1,Highland,0,385
2021Q2,Highland,0,362
2021Q3,Highland,0,332
2021Q4,Highland,0,294
2022Q1,Highland,0,286
2022Q2,Highland,0,303
2022Q3,Highland,0,281
2017Q3,Highland,0,422
2017Q4,Highland,0,433
2018Q1,Highland,0,404
2018Q2,Highland,0,397
2018Q3,Highland,0,463
2018Q4,Highland,0,410
2019Q1,Highland,0,426
2019Q2,Highland,0,434
2019Q3,Highland,0,490
2019Q4,Highland,0,429
2020Q1,Highland,0,463
2020Q2,Highland,0,414
2020Q3,Highland,0,494
2020Q4,Highland,0,428
2021Q1,Highland,0,471
2021Q2,Highland,0,562
2021Q3,Highland,0,486
2021Q4,Highland,0,467
2022Q1,Highland,0,441
2022Q2,Highland,0,478
2022Q3,Highland,0,467
2017Q3,Highland,0,585
2017Q4,Highland,0,588
2018Q1,Highland,0,599
2018Q2,Highland,0,586
2018Q3,Highland,0,585
2018Q4,Highland,0,600
2019Q1,Highland,0,635
2019Q2,Highland,0,595
2019Q3,Highland,0,576
2019Q4,Highland,0,631
2020Q1,Highland,0,626
2020Q2,Highland,0,534
2020Q3,Highland,0,669
2020Q4,Highland,0,728
2021Q1,Highland,0,748
2021Q2,Highland,0,694
2021Q3,Highland,0,719
2021Q4,Highland,0,678
2022Q1,Highland,0,646
2022Q2,Highland,0,602
2022Q3,Highland,0,608
2017Q3,Highland,0,419
2017Q4,Highland,0,437
2018Q1,Highland,0,446
2018Q2,Highland,0,433
2018Q3,Highland,0,400
2018Q4,Highland,0,461
2019Q1,Highland,0,453
2019Q2,Highland,0,460
2019Q3,Highland,0,469
2019Q4,Highland,0,499
2020Q1,Highland,0,417
2020Q2,Highland,0,372
2020Q3,Highland,0,481
2020Q4,Highland,0,526
2021Q1,Highland,0,499
2021Q2,Highland,0,547
2021Q3,Highland,0,584
2021Q4,Highland,0,527
2022Q1,Highland,0,482
2022Q2,Highland,0,589
2022Q3,Highland,0,534
2017Q3,Highland,0,54
2017Q4,Highland,0,78
2018Q1,Highland,0,79
2018Q2,Highland,0,87
2018Q3,Highland,0,69
2018Q4,Highland,0,74
2019Q1,Highland,0,69
2019Q2,Highland,0,73
2019Q3,Highland,0,63
2019Q4,Highland,0,117
2020Q1,Highland,0,90
2020Q2,Highland,0,90
2020Q3,Highland,0,82
2020Q4,Highland,0,79
2021Q1,Highland,0,63
2021Q2,Highland,0,110
2021Q3,Highland,0,99
2021Q4,Highland,0,60
2022Q1,Highland,0,90
2022Q2,Highland,0,147
2022Q3,Highland,0,120
2017Q3,Highland,0,15
2017Q4,Highland,0,14
2018Q1,Highland,0,5
2018Q2,Highland,0,19
2018Q3,Highland,0,17
2018Q4,Highland,0,10
2019Q1,Highland,0,5
2019Q2,Highland,0,10
2019Q3,Highland,0,5
2019Q4,Highland,0,10
2020Q1,Highland,0,5
2020Q2,Highland,0,5
2020Q3,Highland,0,10
2020Q4,Highland,0,5
2021Q1,Highland,0,0
2021Q2,Highland,0,10
2021Q3,Highland,0,10
2021Q4,Highland,0,0
2022Q1,Highland,0,5
2022Q2,Highland,0,10
2022Q3,Highland,0,10
2017Q3,Highland,0,40
2017Q4,Highland,0,35
2018Q1,Highland,0,39
2018Q2,Highland,0,25
2018Q3,Highland,0,45
2018Q4,Highland,0,45
2019Q1,Highland,0,33
2019Q2,Highland,0,25
2019Q3,Highland,0,50
2019Q4,Highland,0,45
2020Q1,Highland,0,35
2020Q2,Highland,0,25
2020Q3,Highland,0,43
2020Q4,Highland,0,45
2021Q1,Highland,0,22
2021Q2,Highland,0,35
2021Q3,Highland,0,35
2021Q4,Highland,0,30
2022Q1,Highland,0,20
2022Q2,Highland,0,30
2022Q3,Highland,0,20
2017Q3,Highland,0,59
2017Q4,Highland,0,83
2018Q1,Highland,0,65
2018Q2,Highland,0,82
2018Q3,Highland,0,80
2018Q4,Highland,0,60
2019Q1,Highland,0,72
2019Q2,Highland,0,80
