quarter,hb,specialty_name_top,episodes,length_of_spell
2022Q1,Ayrshire and Arran,Other,19,35
2022Q2,Ayrshire and Arran,Other,52,111
2022Q3,Ayrshire and Arran,Other,77,124
2017Q3,Ayrshire and Arran,Other,0,12
2017Q4,Ayrshire and Arran,Other,10,8
2018Q1,Ayrshire and Arran,Other,10,23
2018Q2,Ayrshire and Arran,Other,15,23
2018Q3,Ayrshire and Arran,Other,10,23
2018Q4,Ayrshire and Arran,Other,25,34
2019Q1,Ayrshire and Arran,Other,10,13
2019Q2,Ayrshire and Arran,Other,13,16
2019Q3,Ayrshire and Arran,Other,5,5
2019Q4,Ayrshire and Arran,Other,5,5
2020Q1,Ayrshire and Arran,Other,10,14
2020Q2,Ayrshire and Arran,Other,0,5
2020Q3,Ayrshire and Arran,Other,0,5
2020Q4,Ayrshire and Arran,Other,10,17
2021Q1,Ayrshire and Arran,Other,5,5
2021Q2,Ayrshire and Arran,Other,10,9
2021Q3,Ayrshire and Arran,Other,5,5
2021Q4,Ayrshire and Arran,Other,5,10
2022Q1,Ayrshire and Arran,Other,10,7
2022Q2,Ayrshire and Arran,Other,5,5
2022Q3,Ayrshire and Arran,Other,10,27
2017Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,352,1402
2017Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,369,1404
2018Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,310,1159
2018Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,358,1418
2018Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,344,1243
2018Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,409,1698
2019Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,379,1380
2019Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,367,1309
2019Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,359,1287
2019Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,384,1377
2020Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,266,996
2020Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,14,58
2020Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,167,569
2020Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,110,336
2021Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,22,125
2021Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,147,488
2021Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,32,158
2021Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,107,510
2022Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,90,569
2022Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,167,683
2022Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,277,1106
2017Q4,Ayrshire and Arran,Other,0,0
2018Q4,Ayrshire and Arran,Other,0,0
2019Q1,Ayrshire and Arran,Other,0,0
2019Q2,Ayrshire and Arran,Other,0,0
2019Q3,Ayrshire and Arran,Other,0,0
2019Q4,Ayrshire and Arran,Other,5,8
2020Q2,Ayrshire and Arran,Other,0,0
2020Q3,Ayrshire and Arran,Other,5,5
2021Q2,Ayrshire and Arran,Other,0,0
2021Q4,Ayrshire and Arran,Other,0,0
2022Q1,Ayrshire and Arran,Other,0,0
2022Q3,Ayrshire and Arran,Other,0,8
2017Q3,Ayrshire and Arran,Urology,224,489
2017Q4,Ayrshire and Arran,Urology,211,483
2018Q1,Ayrshire and Arran,Urology,178,372
2018Q2,Ayrshire and Arran,Urology,202,480
2018Q3,Ayrshire and Arran,Urology,219,515
2018Q4,Ayrshire and Arran,Urology,256,478
2019Q1,Ayrshire and Arran,Urology,251,435
2019Q2,Ayrshire and Arran,Urology,226,505
2019Q3,Ayrshire and Arran,Urology,199,288
2019Q4,Ayrshire and Arran,Urology,231,517
2020Q1,Ayrshire and Arran,Urology,275,497
2020Q2,Ayrshire and Arran,Urology,96,120
2020Q3,Ayrshire and Arran,Urology,181,278
2020Q4,Ayrshire and Arran,Urology,227,363
2021Q1,Ayrshire and Arran,Urology,98,280
2021Q2,Ayrshire and Arran,Urology,230,433
2021Q3,Ayrshire and Arran,Urology,193,373
2021Q4,Ayrshire and Arran,Urology,227,350
2022Q1,Ayrshire and Arran,Urology,161,223
2022Q2,Ayrshire and Arran,Urology,217,305
2022Q3,Ayrshire and Arran,Urology,208,309
2017Q3,Ayrshire and Arran,Haematology,82,482
2017Q4,Ayrshire and Arran,Haematology,73,446
2018Q1,Ayrshire and Arran,Haematology,91,661
2018Q2,Ayrshire and Arran,Haematology,67,241
2018Q3,Ayrshire and Arran,Haematology,69,398
2018Q4,Ayrshire and Arran,Haematology,71,327
2019Q1,Ayrshire and Arran,Haematology,78,311
2019Q2,Ayrshire and Arran,Haematology,66,333
2019Q3,Ayrshire and Arran,Haematology,77,521
2019Q4,Ayrshire and Arran,Haematology,73,334
2020Q1,Ayrshire and Arran,Haematology,79,422
2020Q2,Ayrshire and Arran,Haematology,46,194
2020Q3,Ayrshire and Arran,Haematology,43,379
2020Q4,Ayrshire and Arran,Haematology,51,270
2021Q1,Ayrshire and Arran,Haematology,72,306
2021Q2,Ayrshire and Arran,Haematology,65,335
2021Q3,Ayrshire and Arran,Haematology,79,403
2021Q4,Ayrshire and Arran,Haematology,73,438
2022Q1,Ayrshire and Arran,Haematology,58,409
2022Q2,Ayrshire and Arran,Haematology,78,480
2022Q3,Ayrshire and Arran,Haematology,86,467
2017Q3,Ayrshire and Arran,General Medicine,21,78
2017Q4,Ayrshire and Arran,General Medicine,26,128
2018Q1,Ayrshire and Arran,General Medicine,34,90
2018Q2,Ayrshire and Arran,General Medicine,31,113
2018Q3,Ayrshire and Arran,General Medicine,22,76
2018Q4,Ayrshire and Arran,General Medicine,29,138
2019Q1,Ayrshire and Arran,General Medicine,23,107
2019Q2,Ayrshire and Arran,General Medicine,12,130
2019Q3,Ayrshire and Arran,General Medicine,16,78
2019Q4,Ayrshire and Arran,General Medicine,11,103
2020Q1,Ayrshire and Arran,General Medicine,5,94
2020Q2,Ayrshire and Arran,General Medicine,0,17
2020Q3,Ayrshire and Arran,General Medicine,10,64
2020Q4,Ayrshire and Arran,General Medicine,10,151
2021Q1,Ayrshire and Arran,General Medicine,5,56
2021Q2,Ayrshire and Arran,General Medicine,10,115
2021Q3,Ayrshire and Arran,General Medicine,5,129
2021Q4,Ayrshire and Arran,General Medicine,5,103
2022Q1,Ayrshire and Arran,General Medicine,5,34
2022Q2,Ayrshire and Arran,General Medicine,5,55
2022Q3,Ayrshire and Arran,General Medicine,5,91
2017Q3,Ayrshire and Arran,Cardiology,30,50
2017Q4,Ayrshire and Arran,Cardiology,35,63
2018Q1,Ayrshire and Arran,Cardiology,30,44
2018Q2,Ayrshire and Arran,Cardiology,31,36
2018Q3,Ayrshire and Arran,Cardiology,23,53
2018Q4,Ayrshire and Arran,Cardiology,34,62
2019Q1,Ayrshire and Arran,Cardiology,35,47
2019Q2,Ayrshire and Arran,Cardiology,28,82
2019Q3,Ayrshire and Arran,Cardiology,38,64
2019Q4,Ayrshire and Arran,Cardiology,28,65
2020Q1,Ayrshire and Arran,Cardiology,50,90
2020Q2,Ayrshire and Arran,Cardiology,20,44
2020Q3,Ayrshire and Arran,Cardiology,15,41
2020Q4,Ayrshire and Arran,Cardiology,30,45
2021Q1,Ayrshire and Arran,Cardiology,30,25
2021Q2,Ayrshire and Arran,Cardiology,23,36
2021Q3,Ayrshire and Arran,Cardiology,35,37
2021Q4,Ayrshire and Arran,Cardiology,35,57
2022Q1,Ayrshire and Arran,Cardiology,24,55
2022Q2,Ayrshire and Arran,Cardiology,45,87
2022Q3,Ayrshire and Arran,Cardiology,25,58
2017Q3,Ayrshire and Arran,Gastroenterology,0,7
2019Q4,Ayrshire and Arran,Gastroenterology,0,0
2017Q3,Ayrshire and Arran,Other,15,21
2017Q4,Ayrshire and Arran,Other,16,56
2018Q1,Ayrshire and Arran,Other,5,9
2018Q2,Ayrshire and Arran,Other,5,10
2018Q3,Ayrshire and Arran,Other,5,6
2018Q4,Ayrshire and Arran,Other,5,19
2019Q1,Ayrshire and Arran,Other,5,5
2019Q2,Ayrshire and Arran,Other,10,17
2019Q3,Ayrshire and Arran,Other,0,0
2019Q4,Ayrshire and Arran,Other,0,0
2020Q1,Ayrshire and Arran,Other,0,5
2020Q2,Ayrshire and Arran,Other,5,5
2018Q1,Ayrshire and Arran,Other,0,0
2019Q2,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,General Surgery,187,782
2017Q4,Ayrshire and Arran,General Surgery,195,986
2018Q1,Ayrshire and Arran,General Surgery,170,850
2018Q2,Ayrshire and Arran,General Surgery,172,912
2018Q3,Ayrshire and Arran,General Surgery,176,892
2018Q4,Ayrshire and Arran,General Surgery,176,936
2019Q1,Ayrshire and Arran,General Surgery,205,821
2019Q2,Ayrshire and Arran,General Surgery,203,930
2019Q3,Ayrshire and Arran,General Surgery,167,838
2019Q4,Ayrshire and Arran,General Surgery,182,717
2020Q1,Ayrshire and Arran,General Surgery,175,861
2020Q2,Ayrshire and Arran,General Surgery,36,176
2020Q3,Ayrshire and Arran,General Surgery,104,567
2020Q4,Ayrshire and Arran,General Surgery,98,611
2021Q1,Ayrshire and Arran,General Surgery,45,249
2021Q2,Ayrshire and Arran,General Surgery,113,537
2021Q3,Ayrshire and Arran,General Surgery,106,704
2021Q4,Ayrshire and Arran,General Surgery,171,1019
2022Q1,Ayrshire and Arran,General Surgery,134,675
2022Q2,Ayrshire and Arran,General Surgery,120,650
2022Q3,Ayrshire and Arran,General Surgery,99,555
2017Q3,Ayrshire and Arran,Other,0,12
2017Q4,Ayrshire and Arran,Other,10,8
2018Q1,Ayrshire and Arran,Other,10,22
2018Q2,Ayrshire and Arran,Other,15,23
2018Q3,Ayrshire and Arran,Other,10,21
2018Q4,Ayrshire and Arran,Other,25,33
2019Q1,Ayrshire and Arran,Other,10,13
2019Q2,Ayrshire and Arran,Other,13,16
2019Q3,Ayrshire and Arran,Other,5,5
2019Q4,Ayrshire and Arran,Other,5,5
2020Q1,Ayrshire and Arran,Other,10,14
2020Q2,Ayrshire and Arran,Other,0,5
2020Q3,Ayrshire and Arran,Other,0,5
2020Q4,Ayrshire and Arran,Other,10,17
2021Q1,Ayrshire and Arran,Other,5,5
2021Q2,Ayrshire and Arran,Other,10,9
2021Q3,Ayrshire and Arran,Other,5,5
2021Q4,Ayrshire and Arran,Other,5,10
2022Q1,Ayrshire and Arran,Other,5,6
2022Q2,Ayrshire and Arran,Other,5,5
2022Q3,Ayrshire and Arran,Other,10,27
2017Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,158,583
2017Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,193,730
2018Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,186,721
2018Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,183,670
2018Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,150,560
2018Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,182,606
2019Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,179,580
2019Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,187,609
2019Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,197,655
2019Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,192,554
2020Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,158,509
2020Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,10,54
2020Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,136,419
2020Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,100,317
2021Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,20,118
2021Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,134,470
2021Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,25,112
2021Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,105,491
2022Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,85,490
2022Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,153,682
2022Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,265,986
2017Q4,Ayrshire and Arran,Other,0,0
2018Q4,Ayrshire and Arran,Other,0,0
2019Q1,Ayrshire and Arran,Other,0,0
2019Q3,Ayrshire and Arran,Other,0,0
2019Q4,Ayrshire and Arran,Other,5,8
2020Q2,Ayrshire and Arran,Other,0,0
2020Q3,Ayrshire and Arran,Other,5,5
2021Q2,Ayrshire and Arran,Other,0,0
2021Q4,Ayrshire and Arran,Other,0,0
2022Q1,Ayrshire and Arran,Other,0,0
2022Q3,Ayrshire and Arran,Other,0,8
2017Q3,Ayrshire and Arran,Urology,224,489
2017Q4,Ayrshire and Arran,Urology,211,483
2018Q1,Ayrshire and Arran,Urology,178,372
2018Q2,Ayrshire and Arran,Urology,202,480
2018Q3,Ayrshire and Arran,Urology,219,515
2018Q4,Ayrshire and Arran,Urology,256,478
2019Q1,Ayrshire and Arran,Urology,251,435
2019Q2,Ayrshire and Arran,Urology,226,505
2019Q3,Ayrshire and Arran,Urology,199,288
2019Q4,Ayrshire and Arran,Urology,231,517
2020Q1,Ayrshire and Arran,Urology,275,497
2020Q2,Ayrshire and Arran,Urology,96,120
2020Q3,Ayrshire and Arran,Urology,181,278
2020Q4,Ayrshire and Arran,Urology,227,363
2021Q1,Ayrshire and Arran,Urology,98,280
2021Q2,Ayrshire and Arran,Urology,230,433
2021Q3,Ayrshire and Arran,Urology,193,373
2021Q4,Ayrshire and Arran,Urology,227,350
2022Q1,Ayrshire and Arran,Urology,161,223
2022Q2,Ayrshire and Arran,Urology,217,305
2022Q3,Ayrshire and Arran,Urology,208,309
2017Q3,Ayrshire and Arran,Haematology,26,188
2017Q4,Ayrshire and Arran,Haematology,26,126
2018Q1,Ayrshire and Arran,Haematology,44,209
2018Q2,Ayrshire and Arran,Haematology,19,84
2018Q3,Ayrshire and Arran,Haematology,23,264
2018Q4,Ayrshire and Arran,Haematology,27,159
2019Q1,Ayrshire and Arran,Haematology,32,110
2019Q2,Ayrshire and Arran,Haematology,23,134
2019Q3,Ayrshire and Arran,Haematology,22,200
2019Q4,Ayrshire and Arran,Haematology,20,68
2020Q1,Ayrshire and Arran,Haematology,25,168
2020Q2,Ayrshire and Arran,Haematology,15,48
2020Q3,Ayrshire and Arran,Haematology,15,42
2021Q1,Ayrshire and Arran,Haematology,0,0
2017Q3,Ayrshire and Arran,General Medicine,41,427
2017Q4,Ayrshire and Arran,General Medicine,48,492
2018Q1,Ayrshire and Arran,General Medicine,27,331
2018Q2,Ayrshire and Arran,General Medicine,40,540
2018Q3,Ayrshire and Arran,General Medicine,28,241
2018Q4,Ayrshire and Arran,General Medicine,30,216
2019Q1,Ayrshire and Arran,General Medicine,36,186
2019Q2,Ayrshire and Arran,General Medicine,43,296
2019Q3,Ayrshire and Arran,General Medicine,39,293
2019Q4,Ayrshire and Arran,General Medicine,28,396
2020Q1,Ayrshire and Arran,General Medicine,20,156
2020Q2,Ayrshire and Arran,General Medicine,15,96
2020Q3,Ayrshire and Arran,General Medicine,25,235
2020Q4,Ayrshire and Arran,General Medicine,10,137
2021Q1,Ayrshire and Arran,General Medicine,5,167
2021Q2,Ayrshire and Arran,General Medicine,5,157
2021Q3,Ayrshire and Arran,General Medicine,10,99
2021Q4,Ayrshire and Arran,General Medicine,10,98
2022Q1,Ayrshire and Arran,General Medicine,5,63
2022Q2,Ayrshire and Arran,General Medicine,10,111
2022Q3,Ayrshire and Arran,General Medicine,10,70
2017Q3,Ayrshire and Arran,Cardiology,5,20
2017Q4,Ayrshire and Arran,Cardiology,0,12
2019Q1,Ayrshire and Arran,Cardiology,0,39
2020Q2,Ayrshire and Arran,Cardiology,0,11
2020Q3,Ayrshire and Arran,Cardiology,0,32
2020Q4,Ayrshire and Arran,Cardiology,0,14
2021Q1,Ayrshire and Arran,Cardiology,0,5
2021Q4,Ayrshire and Arran,Cardiology,0,0
2022Q3,Ayrshire and Arran,Cardiology,5,0
2017Q4,Ayrshire and Arran,Other,0,0
2019Q2,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,Other,5,82
2017Q4,Ayrshire and Arran,Other,5,57
2018Q2,Ayrshire and Arran,Other,5,96
2018Q3,Ayrshire and Arran,Other,5,40
2018Q4,Ayrshire and Arran,Other,5,34
2019Q1,Ayrshire and Arran,Other,0,11
2019Q2,Ayrshire and Arran,Other,5,41
2019Q3,Ayrshire and Arran,Other,0,15
2019Q4,Ayrshire and Arran,Other,0,18
2021Q3,Ayrshire and Arran,Other,0,5
2022Q1,Ayrshire and Arran,Other,0,0
2022Q3,Ayrshire and Arran,Other,0,0
2018Q1,Ayrshire and Arran,Other,5,10
2018Q2,Ayrshire and Arran,Other,0,0
2018Q3,Ayrshire and Arran,Other,0,5
2018Q4,Ayrshire and Arran,Other,0,0
2019Q2,Ayrshire and Arran,Other,0,0
2019Q4,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,Geriatric Medicine,0,21
2017Q4,Ayrshire and Arran,Geriatric Medicine,0,7
2018Q1,Ayrshire and Arran,Geriatric Medicine,0,8
2018Q2,Ayrshire and Arran,Geriatric Medicine,5,8
2018Q3,Ayrshire and Arran,Geriatric Medicine,5,0
2018Q4,Ayrshire and Arran,Geriatric Medicine,0,51
2019Q1,Ayrshire and Arran,Geriatric Medicine,5,5
2019Q2,Ayrshire and Arran,Geriatric Medicine,0,28
2019Q3,Ayrshire and Arran,Geriatric Medicine,0,6
2019Q4,Ayrshire and Arran,Geriatric Medicine,5,12
2020Q1,Ayrshire and Arran,Geriatric Medicine,0,34
2017Q3,Ayrshire and Arran,Other,5,18
2017Q4,Ayrshire and Arran,Other,5,26
2018Q1,Ayrshire and Arran,Other,10,13
2018Q2,Ayrshire and Arran,Other,15,55
2018Q3,Ayrshire and Arran,Other,10,16
2018Q4,Ayrshire and Arran,Other,5,22
2019Q1,Ayrshire and Arran,Other,5,16
2019Q2,Ayrshire and Arran,Other,15,80
2019Q3,Ayrshire and Arran,Other,5,19
2019Q4,Ayrshire and Arran,Other,0,69
2020Q1,Ayrshire and Arran,Other,0,6
2020Q2,Ayrshire and Arran,Other,0,41
2020Q3,Ayrshire and Arran,Other,0,17
2017Q3,Ayrshire and Arran,Other,20,0
2017Q4,Ayrshire and Arran,Other,15,0
2018Q1,Ayrshire and Arran,Other,10,0
2018Q2,Ayrshire and Arran,Other,5,0
2018Q3,Ayrshire and Arran,Other,10,5
2018Q4,Ayrshire and Arran,Other,20,0
2019Q1,Ayrshire and Arran,Other,10,0
2019Q2,Ayrshire and Arran,Other,5,0
2019Q3,Ayrshire and Arran,Other,10,0
2019Q4,Ayrshire and Arran,Other,10,0
2020Q1,Ayrshire and Arran,Other,5,0
2020Q2,Ayrshire and Arran,Other,5,0
2020Q3,Ayrshire and Arran,Other,5,0
2021Q3,Ayrshire and Arran,Other,0,5
2017Q3,Ayrshire and Arran,General Surgery,381,978
2017Q4,Ayrshire and Arran,General Surgery,314,892
2018Q1,Ayrshire and Arran,General Surgery,295,1007
2018Q2,Ayrshire and Arran,General Surgery,293,679
2018Q3,Ayrshire and Arran,General Surgery,296,800
2018Q4,Ayrshire and Arran,General Surgery,273,771
2019Q1,Ayrshire and Arran,General Surgery,398,883
2019Q2,Ayrshire and Arran,General Surgery,379,751
2019Q3,Ayrshire and Arran,General Surgery,292,664
2019Q4,Ayrshire and Arran,General Surgery,211,645
2020Q1,Ayrshire and Arran,General Surgery,160,538
2020Q2,Ayrshire and Arran,General Surgery,34,101
2020Q3,Ayrshire and Arran,General Surgery,84,364
2020Q4,Ayrshire and Arran,General Surgery,82,322
2021Q1,Ayrshire and Arran,General Surgery,10,56
2021Q2,Ayrshire and Arran,General Surgery,103,396
2021Q3,Ayrshire and Arran,General Surgery,60,292
2021Q4,Ayrshire and Arran,General Surgery,59,142
2022Q1,Ayrshire and Arran,General Surgery,70,216
2022Q2,Ayrshire and Arran,General Surgery,99,408
2022Q3,Ayrshire and Arran,General Surgery,137,455
2018Q2,Ayrshire and Arran,Other,0,20
2017Q3,Ayrshire and Arran,Other,152,399
2017Q4,Ayrshire and Arran,Other,131,294
2018Q1,Ayrshire and Arran,Other,124,319
2018Q2,Ayrshire and Arran,Other,152,271
2018Q3,Ayrshire and Arran,Other,140,251
2018Q4,Ayrshire and Arran,Other,112,301
2019Q1,Ayrshire and Arran,Other,124,244
2019Q2,Ayrshire and Arran,Other,130,276
2019Q3,Ayrshire and Arran,Other,132,316
2019Q4,Ayrshire and Arran,Other,115,257
2020Q1,Ayrshire and Arran,Other,117,242
2020Q2,Ayrshire and Arran,Other,24,79
2020Q3,Ayrshire and Arran,Other,66,111
2020Q4,Ayrshire and Arran,Other,49,164
2021Q1,Ayrshire and Arran,Other,15,21
2021Q2,Ayrshire and Arran,Other,60,108
2021Q3,Ayrshire and Arran,Other,39,83
2021Q4,Ayrshire and Arran,Other,12,21
2022Q1,Ayrshire and Arran,Other,19,35
2022Q2,Ayrshire and Arran,Other,52,111
2022Q3,Ayrshire and Arran,Other,77,124
2022Q1,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,194,819
2017Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,176,674
2018Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,124,438
2018Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,175,748
2018Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,194,683
2018Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,227,1092
2019Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,200,800
2019Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,180,700
2019Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,162,632
2019Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,192,823
2020Q1,Ayrshire and Arran,Trauma and Orthopaedic Surgery,108,487
2020Q2,Ayrshire and Arran,Trauma and Orthopaedic Surgery,5,5
2020Q3,Ayrshire and Arran,Trauma and Orthopaedic Surgery,31,150
2020Q4,Ayrshire and Arran,Trauma and Orthopaedic Surgery,10,19
